,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #
43,"Oct. 20, 2023 - Oct. 21, 2023",Katherine Bonner,Lloyd Smucker,R,PA-11,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027217.pdf,2
44,"Oct. 20, 2023 - Oct. 21, 2023",Liana Guerra,Darren Soto,D,FL-9,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027218.pdf,2
45,"Oct. 20, 2023 - Oct. 21, 2023",Margaret McInnis,Marcy Kaptur,D,OH-9,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027221.pdf,2
46,"Oct. 20, 2023 - Oct. 21, 2023",Matthew McMurray,Robin Kelly,D,IL-2,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027225.pdf,2
47,"Oct. 20, 2023 - Oct. 21, 2023",Robert Edmonson,Robert Garcia,D,CA-42,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027226.pdf,2
48,"Oct. 20, 2023 - Oct. 21, 2023",Steven Carlson,Chris Pappas,D,NH-1,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027228.pdf,2
49,"Oct. 20, 2023 - Oct. 21, 2023",Shana Teehan,Barry Moore,R,AL-2,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027231.pdf,2
0,"Oct. 20, 2023 - Oct. 21, 2023",Christine Biron,Darren Soto,D,FL-9,"Charlottesville, VA",Pew Charitable Trusts and the Joyce Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027261.pdf,3
1,"Oct. 7, 2023 - Oct. 16, 2023",Tiffany Haverly,Adrian Smith,R,NE-3,Zambia,International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027171.pdf,3
2,"Oct. 7, 2023 - Oct. 16, 2023",Leslie Reagan,Michael McCaul,R,TX-10,Zambia,International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027174.pdf,3
3,"Oct. 7, 2023 - Oct. 16, 2023",Mitchell Moonier,Dina Titus,D,NV-1,Zambia,International Republican Institute,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027179.pdf,3
4,"Oct. 11, 2023 - Oct. 15, 2023",Alicia Porile,Lisa Blunt Rochester,D,DE-1,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027199.pdf,3
5,"Oct. 5, 2023 - Oct. 15, 2023",Christopher Ringer,Jeffrey Duncan,R,SC-3,Japan,Japan Center for International Exchange,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027202.pdf,3
6,"Oct. 8, 2023 - Oct. 15, 2023",Rahmon Ross,Jennifer McClellan,D,VA-4,Japan,Japan Center for International Exchange,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027206.pdf,3
7,"Oct. 7, 2023 - Oct. 15, 2023",Steven Clark,Alex Mooney,R,WV-2,Japan,Japan Center for International Exchange,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027207.pdf,3
8,"Oct. 8, 2023 - Oct. 15, 2023",Jennifer Curt,Maxwell Frost,D,FL-10,Japan,Japan Center for International Exchange,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027288.pdf,3
9,"Oct. 8, 2023 - Oct. 15, 2023",Jennifer Curt,Maxwell Frost,D,FL-10,Japan,Japan Center for International Exchange,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027262.pdf,3
10,"Oct. 10, 2023 - Oct. 14, 2023",Shaina Zarkin-Scott,Marie Gluesenkamp Perez,D,WA-3,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027169.pdf,3
11,"Oct. 12, 2023 - Oct. 14, 2023","Constantinos ""Dean"" Ischiropoulos",Mary Gay Scanlon,D,PA-5,"Philadelphia, PA",Federal Home,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027173.pdf,3
12,"Oct. 7, 2023 - Oct. 14, 2023",Caleb Kostreva,Cory Mills,R,FL-7,China,"American Foreign Policy Council, and Sarah Scaife Foundation Incorporated",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027201.pdf,3
13,"Oct. 4, 2023 - Oct. 14, 2023",Jooeun Kim,Jennifer Wexton,D,VA-10,China,American Foreign Policy Council and Sarah Scaife Foundation Incorporated,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027212.pdf,3
14,"Oct. 11, 2023 - Oct. 14, 2023",Jeffrey Nowill,Stacey Plaskett,D,VI,"San Francisco, CA","Software Education Foundation d.b.a. Software.org: the BSA Foundation (""Software.org"")",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027216.pdf,3
15,"Oct. 8, 2023 - Oct. 14, 2023",Jacob Bornstein,John Curtis,R,UT-3,France,Foundation for Nuclear Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027283.pdf,3
16,"Oct. 11, 2023 - Oct. 13, 2023",Dev Jhaveri,Lori Trahan,D,MA-3,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027188.pdf,3
17,"Oct. 11, 2023 - Oct. 13, 2023",Darian Harbeck,Paul Tonko,D,NY-20,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027158.pdf,3
18,"Oct. 7, 2023 - Oct. 13, 2023",Jessica Larsen,Dean Phillips,D,MN-3,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027160.pdf,3
19,"Oct. 7, 2023 - Oct. 13, 2023",Max Price,Debbie Wasserman Schultz,D,FL-25,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027162.pdf,3
20,"Oct. 7, 2023 - Oct. 13, 2023",Monika Konrad,Mark Amodei,R,NV-2,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027167.pdf,3
21,"Oct. 11, 2023 - Oct. 13, 2023",Sierra Fuller,Yvette D. Clarke,D,NY-9,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027170.pdf,3
22,"Oct. 11, 2023 - Oct. 13, 2023",Joseph Zanoni,Zoe Lofgren,D,CA-18,"San Francisco, CA","Software Education Foundation d.b.a. Software.org: the BSA Foundation (""Software.org"")",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027300.pdf,3
23,"Oct. 11, 2023 - Oct. 13, 2023",Theodore Tanzer,Cathy McMorris Rodgers,R,WA-5,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027175.pdf,3
24,"Oct. 7, 2023 - Oct. 13, 2023",Elizabeth Mount,Elise Stefanik,R,NY-21,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027176.pdf,3
25,"Oct. 7, 2023 - Oct. 13, 2023",Jack Lincoln,Ken Calvert,R,CA-41,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027177.pdf,3
26,"Oct. 12, 2023 - Oct. 13, 2023",Christian Kerr,Robert Garcia,D,CA-42,"Philadelphia, PA","Federal Home Loan Bank of Pittsburgh, Federal Home Loan Bank of Atlanta, Federal Home Loan Bank of N",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027203.pdf,3
27,"Oct. 7, 2023 - Oct. 13, 2023",James Dolbow,Austin Scott,R,GA-8,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027205.pdf,3
28,"Oct. 12, 2023 - Oct. 13, 2023",Iyanla Kollock,Nikema Williams,D,GA-5,"Philadelphia, PA","Federal Home Loan Bank of Pittsburgh, Federal Home Loan Bank of Atlanta,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027208.pdf,3
29,"Oct. 11, 2023 - Oct. 13, 2023",Edwin Kindler,Bill Foster,D,IL-11,"Sunnyvale, CA",Information Technology and Innovation Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027210.pdf,3
30,"Oct. 11, 2023 - Oct. 13, 2023",Joseph Zanoni,Zoe Lofgren,D,CA-18,"San Francisco, CA","Software Education Foundation d.b.a. Software.org: the BSA Foundation (""Software.org"")",Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027318.pdf,3
31,"Oct. 11, 2023 - Oct. 13, 2023",Earl Flood,Robin Kelly,D,IL-2,"San Francisco, CA",Software Education Foundation d.b.a. Software.org: the BSA Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027182.pdf,3
32,"Oct. 7, 2023 - Oct. 13, 2023",Mary Croghan,Jim Jordan,R,OH-4,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027183.pdf,3
33,"Oct. 3, 2023 - Oct. 13, 2023",Maura Weaver,Melanie Stansbury,D,NM-1,South Korea,Woodrow Wilson International Center for Scholars and Carnegie Corporation of New York,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027185.pdf,3
34,"Oct. 11, 2023 - Oct. 13, 2023",Peter Warren,James Comer,R,KY-1,"San Francisco, CA",Software Education Foundation d.b.a. Software.org: the BSA Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027186.pdf,3
35,"Oct. 11, 2023 - Oct. 13, 2023",Slate Herman,Cathy McMorris Rodgers,R,WA-5,"San Francisco, CA",Software Education Foundation d.b.a. Software.org: the BSA Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027187.pdf,3
36,"Oct. 12, 2023 - Oct. 13, 2023",Sarah Jacobs,Madeleine Dean,D,PA-4,"Philadelphia, PA","Federal Home Loan Bank of Pittsburgh, Federal Home Loan Bank of Atlanta,",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027227.pdf,3
37,"Oct. 11, 2023 - Oct. 13, 2023",Daniel Greene,Frank Pallone,D,NJ-6,"San Francisco, CA",Software Education Foundation d.b.a. Software.org: the BSA Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027191.pdf,3
38,"Oct. 11, 2023 - Oct. 13, 2023",Rajesh Bharwani,James Comer,R,KY-1,"San Francisco, CA",Software Education Foundation d.b.a. Software.org: the BSA Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027198.pdf,3
39,"Oct. 10, 2023 - Oct. 12, 2023",Ashley Lund,Raja Krishnamoorthi,D,IL-8,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027155.pdf,3
40,"Oct. 10, 2023 - Oct. 12, 2023",Christopher Koya,Summer Lee,D,PA-12,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027157.pdf,3
41,"Oct. 10, 2023 - Oct. 12, 2023",Lester Spencer,Emanuel Cleaver II,D,MO-5,"Cambridge, MD",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027161.pdf,3
42,"Oct. 10, 2023 - Oct. 12, 2023",Melody Tan,Jennifer McClellan,D,VA-4,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027164.pdf,3
43,"Oct. 10, 2023 - Oct. 12, 2023",Mitchell Heidenreich,Jill Tokuda,D,HI-2,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027166.pdf,3
44,"Oct. 10, 2023 - Oct. 12, 2023",Noelle Gasper,Rick Larsen,D,WA-2,"Cambridge, MD",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027168.pdf,3
45,"Oct. 10, 2023 - Oct. 12, 2023",William Dwyer,Robin Kelly,D,IL-2,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027172.pdf,3
46,"Oct. 12, 2023 - Oct. 12, 2023",Andrew Bambrick,Bruce Westerman,R,AR-4,"Baltimore, MD","National Park Foundation, Coca-Cola Company, and Forward Global",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027200.pdf,3
47,"Oct. 10, 2023 - Oct. 12, 2023",Lester Spencer,Emanuel Cleaver II,D,MO-5,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027161.pdf,3
48,"Oct. 8, 2023 - Oct. 12, 2023",Brendan Larkin,Paul Tonko,D,NY-20,France,Foundation for Nuclear Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027181.pdf,3
49,"Oct. 10, 2023 - Oct. 12, 2023",Emma Reidy,Ruben Gallego,D,AZ-3,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027184.pdf,3
0,"Oct. 8, 2023 - Oct. 12, 2023",Elise Krekorian,Cathy McMorris Rodgers,R,WA-5,France,Foundation for Nuclear Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027195.pdf,4
1,"Oct. 8, 2023 - Oct. 12, 2023",Hillary O'Brien,Frank D. Lucas,R,OK-3,France,Foundation for Nuclear Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027196.pdf,4
2,"Oct. 6, 2023 - Oct. 12, 2023",Kristopher Pittard,Frank Pallone,D,NJ-6,France,Foundation for Nuclear Studies,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027197.pdf,4
3,"Oct. 10, 2023 - Oct. 12, 2023",Brian Rogers,Kevin Mullin,D,CA-15,"Cambridge, MA",Massachusetts Institute of Technology,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027180.pdf,4
4,"Oct. 4, 2023 - Oct. 11, 2023",Tim Walberg,Tim Walberg,R,MI-5,Uganda,Fellowship Foundation (d.b.a. International,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027190.pdf,4
5,"Oct. 8, 2023 - Oct. 9, 2023",Michael Bauman,Rick Larsen,D,WA-2,"Orlando, FL",American Public Transportation Association,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027165.pdf,4
6,"Oct. 3, 2023 - Oct. 5, 2023",Charles McGrath,Patrick T. McHenry,R,NC-10,"St. Louis, MO",Conference of State Bank Supervisors and the Federal Reserve Bank of St. Louis,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027156.pdf,4
7,"Oct. 3, 2023 - Oct. 5, 2023",Megan Guiltinan,Andy Barr,R,KY-6,"St. Louis, MO",Conference of State Bank Supervisors and the Federal Reserve Bank of St. Louis,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027163.pdf,4
8,"Sept. 25, 2023 - Sept. 27, 2023",David Bean,Larry Bucshon,R,IN-8,"Las Vegas, NV",CTIA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027150.pdf,4
9,"Sept. 25, 2023 - Sept. 27, 2023",David Horsley,August Pfluger,R,TX-11,"Las Vegas, NV",CTIA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027153.pdf,4
10,"Sept. 25, 2023 - Sept. 27, 2023",Reagan Harrison,John Joyce,R,PA-13,"Las Vegas, NV",CTIA,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027154.pdf,4
11,"Sept. 16, 2023 - Sept. 17, 2023",Joyce Beatty,Joyce Beatty,D,OH-3,"Rapid City, SD",Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027133.pdf,4
12,"Sept. 16, 2023 - Sept. 17, 2023",Kelly Armstrong,Kelly Armstrong,R,ND-1,"Rapid City, SD",Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027110.pdf,4
13,"Sept. 16, 2023 - Sept. 17, 2023",Adrian Smith,Adrian Smith,R,NE-3,"Rapid City, SD",Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027124.pdf,4
14,"Sept. 1, 2023 - Sept. 10, 2023",Valerie Foushee,Valerie Foushee,D,NC-4,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027132.pdf,4
15,"Sept. 1, 2023 - Sept. 10, 2023",Valerie Foushee,Valerie Foushee,D,NC-4,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027132.pdf,4
16,"Sept. 1, 2023 - Sept. 10, 2023","Troy A. Carter, Sr.",Troy Carter,D,LA-2,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027149.pdf,4
17,"Sept. 1, 2023 - Sept. 10, 2023",Sheila Cherfilus-McCormick,Sheila Cherfilus-McCormick,D,FL-20,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027111.pdf,4
18,"Sept. 1, 2023 - Sept. 10, 2023",Sheila Cherfilus-McCormick,Sheila Cherfilus-McCormick,D,FL-20,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027111.pdf,4
19,"Sept. 1, 2023 - Sept. 10, 2023",Lucy McBath,Lucy McBath,D,GA-7,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027117.pdf,4
20,"Sept. 1, 2023 - Sept. 10, 2023",Alma S. Adams,Alma Adams,D,NC-12,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027137.pdf,4
21,"Sept. 1, 2023 - Sept. 10, 2023",Lucy McBath,Lucy McBath,D,GA-7,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027117.pdf,4
22,"Sept. 1, 2023 - Sept. 10, 2023",Alma S. Adams,Alma Adams,D,NC-12,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027137.pdf,4
23,"Sept. 1, 2023 - Sept. 10, 2023",Nikema Williams,Nikema Williams,D,GA-5,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027141.pdf,4
24,"Sept. 1, 2023 - Sept. 10, 2023",Nikema Williams,Nikema Williams,D,GA-5,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027141.pdf,4
25,"Sept. 1, 2023 - Sept. 10, 2023",Sheila Cherfilus-McCormick,Sheila Cherfilus-McCormick,D,FL-20,"Israel, Rwanda",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027111.pdf,4
26,"Sept. 1, 2023 - Sept. 10, 2023",Glenn Ivey,Glenn Ivey,D,MD-4,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027125.pdf,4
27,"Sept. 1, 2023 - Sept. 10, 2023",Glenn Ivey,Glenn Ivey,D,MD-4,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027125.pdf,4
28,"Sept. 6, 2023 - Sept. 10, 2023",Jim Costa,Jim Costa,D,CA-21,Ukraine,Yalta European Strategy Limited,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027126.pdf,4
29,"Sept. 1, 2023 - Sept. 10, 2023",Jonathan L. Jackson,Jonathan Jackson,D,IL-1,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027127.pdf,4
30,"Sept. 1, 2023 - Sept. 10, 2023",Jonathan L. Jackson,Jonathan Jackson,D,IL-1,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027127.pdf,4
31,"Sept. 1, 2023 - Sept. 10, 2023","Troy A. Carter, Sr.",Troy Carter,D,LA-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027149.pdf,4
32,"Sept. 1, 2023 - Sept. 10, 2023",Ritchie Torres,Ritchie Torres,D,NY-15,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027129.pdf,4
33,"Sept. 1, 2023 - Sept. 10, 2023",Ritchie Torres,Ritchie Torres,D,NY-15,Rwanda,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027129.pdf,4
34,"Sept. 7, 2023 - Sept. 9, 2023",Robert Powell,Greg Steube,R,FL-17,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027130.pdf,4
35,"Sept. 7, 2023 - Sept. 9, 2023",Shawn Rusterholz,Pete Stauber,R,MN-8,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027131.pdf,4
36,"Sept. 7, 2023 - Sept. 9, 2023",Christopher Koya,Summer Lee,D,PA-12,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027094.pdf,4
37,"Sept. 7, 2023 - Sept. 9, 2023",Jacquline Anderson,Larry Bucshon,R,IN-8,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027096.pdf,4
38,"Sept. 7, 2023 - Sept. 9, 2023",John Rayburn,Rosa DeLauro,D,CT-3,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027097.pdf,4
39,"Sept. 7, 2023 - Sept. 9, 2023",Mitchell Heidenreich,Jill Tokuda,D,HI-2,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027103.pdf,4
40,"Sept. 7, 2023 - Sept. 9, 2023",Zachary Settle,James Comer,R,KY-1,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027112.pdf,4
41,"Sept. 5, 2023 - Sept. 8, 2023","William M. ""Bill"" Christian",Randy Weber,R,TX-14,France,Organization of Iranian American Communities (OIAC),Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027089.pdf,4
42,"Sept. 6, 2023 - Sept. 8, 2023",Dawn-Marie Sullivan,Andrew Clyde,R,GA-9,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027152.pdf,4
43,"Sept. 6, 2023 - Sept. 8, 2023",Sean McAndrews,Josh Brecheen,R,OK-2,"Cambridge, MD","Conservative Partnership Institute, Inc.",Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027151.pdf,4
44,"Sept. 6, 2023 - Sept. 8, 2023",Blayne Callas,Alex Mooney,R,WV-2,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027101.pdf,4
45,"Sept. 6, 2023 - Sept. 8, 2023",Paula Nicole Manley,Ben Cline,R,VA-6,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027113.pdf,4
46,"Sept. 6, 2023 - Sept. 8, 2023",Sean McAndrews,Josh Brecheen,R,OK-2,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027115.pdf,4
47,"Sept. 6, 2023 - Sept. 8, 2023",Travis Trejo,Andy Harris,R,MD-1,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027116.pdf,4
48,"Sept. 5, 2023 - Sept. 8, 2023","Randy Weber, Sr.",Randy Weber,R,TX-14,France,Organization of Iranian American Communities (OIAC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027068.pdf,4
49,"Sept. 6, 2023 - Sept. 8, 2023",Daniel West,Clay Higgins,R,LA-3,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027120.pdf,4
0,"Sept. 6, 2023 - Sept. 8, 2023",Emma White,Barry Moore,R,AL-2,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027121.pdf,5
1,"Sept. 6, 2023 - Sept. 8, 2023",Kyle McKay,Eric Burlison,R,MO-7,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027078.pdf,5
2,"Sept. 6, 2023 - Sept. 8, 2023",Thomas McCullough,Michael Cloud,R,TX-27,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027082.pdf,5
3,"Sept. 6, 2023 - Sept. 8, 2023",Travis Rowland,Dan Bishop,R,NC-8,"Cambridge, MD","Conservative Partnership Institute, Inc.",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027084.pdf,5
4,"Sept. 7, 2023 - Sept. 7, 2023",Gabrielle Sheitelman,Juan Ciscomani,R,AZ-6,"Los Angeles, CA","Clean Fuels Alliance Foundation (F/K/A National Biodiesel Foundation), ADM, Ag",Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027119.pdf,5
5,"Aug. 26, 2023 - Sept. 5, 2023",Chellie Pingree,Chellie Pingree,D,ME-1,Norway,"Aspen Institute, Inc., Breakthrough Energy Foundation, and Climate Imperative",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027093.pdf,5
6,"Aug. 25, 2023 - Sept. 4, 2023",Mark Pocan,Mark Pocan,D,WI-2,Nepal,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), and Humanity",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027100.pdf,5
7,"Aug. 26, 2023 - Sept. 4, 2023",Earl Blumenauer,Earl Blumenauer,D,OR-3,Norway,Aspen Institute Inc.,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027123.pdf,5
8,"Aug. 25, 2023 - Sept. 3, 2023",Susan Wild,Susan Wild,D,PA-7,Nepal,"Cooperative for Assistance and Relief Everywhere, Inc. (CARE), and Humanity",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500027107.pdf,5
